original,simplification1,simplification2,question,options,answer,orig_id,simp_pair_id
Am 11. September 2001 flogen Terroristen mit 2 Flugzeugen absichtlich in die 2 Hochhäuser des World Trade Center.,Die Terroristen flogen 2 Flugzeuge in das World Trade Center. Das sind 2 große Hochhäuser in New York. Der Terror-Anschlag war am 11. September 2001.,Das World Trade Center ist ein Gebäude-Komplex in New York in den USA. Im September 2001 gab es dort einen Terror-Anschlag.,1,y,4,uid_apa_test_374,r3_pid_apa252
Als erster Mensch in den USA bekam die Krankenschwester Sandra Lindsay die Impfung.,Die Krankenschwester Sandra Lindsay bekam als erster Mensch in den USA den Corona-Impfstoff.,Die erste Frau in den USA ist eine Krankenschwester. Die heißt Sandra Lindsay. Sie bekam die Impfung gegen Corona.,3,n,6,uid_apa_test_50,r3_pid_apa7
"Als Opposition gelten alle Parteien, die im Parlament vertreten sind, aber nicht der Regierung angehören.","Die Opposition sind alle Parteien, die im Parlament vertreten sind. Allerdings sind sie nicht in der Regierung vertreten.",Die Regierung ist die stärkste Partei. Die anderen Parteien sind die Opposition.,1,n,6,uid_apa_test_0,r3_pid_apa123
"Die ÖVP hat es mit 20,43 Prozent der Stimmen auf den 2. Platz geschafft.","Die ÖVP ist die 2. Partei. Sie hat 20,43 Prozent.","Die Volkspartei hat es mit 20,43 Prozent auf den 2. Platz geschafft.",1,y,2,uid_apa_test_116,r3_pid_apa36
"Die ÖVP findet das Verbot unfair für die Bauern, die Glyphosat verwenden.","Die ÖVP findet das Verbot unfair. Sie meint, dass viele Bauern damit viel Geld verlieren. Denn sie verwenden Glyphosat.","Die ÖVP findet das Verbot von Glyphosat unfair. Denn die Bauern brauchen das Chemikum für ihre Landwirtschaft. Es hilft ihnen nämlich, Unkraut zu zerstören.",4,n,5,uid_apa_test_446,r3_pid_apa169
"Besonders stark regnete und hagelte es in Oberösterreich, dort waren 65 Feuerwehren mit fast 1.000 Leuten im Einsatz.",In Oberösterreich waren 65 Feuerwehren mit fast 1.000 Menschen im Einsatz. Dort regnete es und hagelte besonders stark.,In Oberösterreich hat es viel Hagel und Regen gegeben. Die Feuerwehr hat viel zu tun.,1,n,3,uid_apa_test_612,r3_pid_apa250
"""Mit der Impfung ist der Anfang für den Sieg gegen die Pandemie eingeleitet"", sagte Bundeskanzler Sebastian Kurz.",Bundes-Kanzler Sebastian Kurz sagt: Das Virus ist noch nicht ganz weg. Deshalb braucht man noch eine Impfung. Das ist aber der Anfang vom Ende der Krankheit.,"Deshalb hat die Regierung die Impfungen gegen das Corona-Virus verordnet. Mit den Impfungen ist der Anfang von dem Sieg gegen die Corona-Pandemie eingeleitet, sagte Bundeskanzler Sebastian Kurz.",1,y,1,uid_apa_test_393,r3_pid_apa20
Am Freitag beginnen die Massentests in Wien und in den Bundesländern Vorarlberg und Tirol.,"Am Freitag sollen die Massentests beginnen. In Wien, Vorarlberg und Tirol.",Am Freitag werden die Massentests in Wien und in den Bundesländern Vorarlberg und Tirol starten.,3,y,4,uid_apa_test_123,r3_pid_apa129
Am Montag hat das Elefanten-Mädchen Kibali im Wiener Tiergarten Schönbrunn seinen ersten Geburtstag gefeiert.,Kibali ist ein Elefanten-Mädchen. Am Montag hat Kibali einen Geburtstag gefeiert. Kibali ist im Wiener Tiergarten Schönbrunn zuhause.,Das Elefanten-Mädchen Kibali ist ein Jahr alt. Es feierte am Montag seinen ersten Geburtstag. Das Elefanten-Mädchen lebt im Wiener Tiergarten Schönbrunn.,4,y,3,uid_apa_test_761,r3_pid_apa73
"Besonders stark regnete und hagelte es in Oberösterreich, dort waren 65 Feuerwehren mit fast 1.000 Leuten im Einsatz.",In Oberösterreich gab es besonders viel Regen. Da waren die Feuerwehren im Einsatz. Insgesamt sind 65 Feuerwehren in Österreich gerade im Einsatz.,Besonders schlimm waren die Regen-Stürme in Oberösterreich.,3,n,15,uid_apa_test_612,r3_pid_apa87
"Am 4. Juni 1989 tötete die chinesische Armee viele Menschen, die am Tiananmen-Platz in Peking für mehr Demokratie demonstriert haben.","Am 4. Juni 1989 erschoss die chinesische Armee Menschen, die für mehr Demokratie demonstrierten. Die Proteste fanden am Tiananmen-Platz statt.",Am 4. Juni 1989. Die chinesische Armee hat dann viele Menschen getötet. Diese Menschen waren auf dem Tiananmen-Platz in Peking. Sie demonstrierten für mehr Demokratie.,4,y,5,uid_apa_test_32,r3_pid_apa21
Das russische Parlament hat eine Änderung der Verfassung beschlossen.,Das russische Parlament hat die Verfassung geändert.,In Russland hat das Parlament die Verfassung geändert.,3,y,1,uid_apa_test_416,r3_pid_apa239
Derzeit sind 4.456 Menschen in Österreich am Corona-Virus erkrankt.,In Österreich sind jetzt 4.456 Menschen am Corona-Virus.,Derzeit sind 4.500 Menschen in Österreich mit dem Corona-Virus krank.,4,y,2,uid_apa_test_625,r3_pid_apa209
"Dabei soll geprüft werden, ob die WHO etwas falsch gemacht hat.","Darauf soll eine neue Untersuchung kommen. Man will dann wissen, ob die WHO etwas falsch gemacht hat.","Es soll geprüft werden, ob die WHO sich geirrt hat.",4,y,7,uid_apa_test_408,r3_pid_apa54
"Ende September gab es noch 295.000 Kurzarbeiter, im Frühjahr waren es sogar 1,3 Millionen.","Im Frühjahr gab es mehr als 1,3 Millionen Menschen, die wegen Corona in Kurz-Arbeit waren.","Im September gab es noch 295.000 Kurz-Arbeiter. Im Frühjahr waren es 1,3 Millionen.",3,n,2,uid_apa_test_448,r3_pid_apa71
"Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen sind Ausnahmen, sie dürfen weiterhin auch nach 19 Uhr offen haben.",Die Tankstellen auf Bahnhöfen und Flughäfen können aber auch nach 19 Uhr geöffnet bleiben.,Aber nicht alle Geschäfte müssen dann zu machen. Man darf zum Beispiel immer noch auf dem Flughafen einkaufen.,3,n,4,uid_apa_test_217,r3_pid_apa295
"Der neue Impfstoff von Oxford und AstraZeneca ist nicht ganz so wirksam, er kann aber leichter gelagert werden.",Der Impfstoff ist nicht so gut wie der von Biontech. Man kann ihn aber einfacher lagern.,"Dieser Impfstoff ist etwas weniger wirksam als der von Pfizer und BionTech. Er muss aber nicht bei minus 70 Grad gelagert werden, sondern nur bei minus 20 Grad.",1,n,12,uid_apa_test_379,r3_pid_apa246
Dadurch ist Thiem bereits für das Halbfinale qualifiziert.,Thiem gewinnt das Tennis-Spiel. So ist er im Halb-Finale.,Dadurch ist Thiem sicher im Halb-Finale.,1,y,3,uid_apa_test_311,r3_pid_apa131
Das russische Parlament hat eine Änderung der Verfassung beschlossen.,In Russland ist die Verfassung geändert worden. Das hat das russische Parlament beschlossen.,Das russische Parlament hat eine Verfassung geändert. Das Parlament ist die wichtigste Organisation im Land. Es hat die Macht in Russland.,4,n,8,uid_apa_test_416,r3_pid_apa230
Innenminister Nehammer zeigte sich sehr besorgt und kündigte Hilfe für die Opfer an.,Innen-Minister Nehammer sagte: Es ist ein sehr schwieriger Moment. Ich bin sehr besorgt. Die Regierung hilft. Die Opfer brauchen Hilfe.,Innenminister Nehammer zeigte sich besorgt. Er kündigte Hilfe für die Opfer an.,4,y,8,uid_apa_test_292,r3_pid_apa125
Ende Mai hatten 45.000 Arbeitslose wieder einen Job gefunden.,Insgesamt haben 45.000 Menschen wieder einen Job. Das sind 30.000 mehr als im April.,Im Mai konnten 45.000 Arbeitslose wieder einen Job finden.,4,n,5,uid_apa_test_125,r3_pid_apa154
"Generell empfiehlt die Regierung, Freunde und Bekannte derzeit nicht mehr zu treffen.","Die Regierung sagt, es ist besser, wenn man im Moment nicht seine Freunde treffen soll.","Die Regierung sagt, dass man keine Freunde mehr treffen soll.",3,y,5,uid_apa_test_138,r3_pid_apa296
Am 7. September startet im Osten von Österreich das neue Schuljahr.,Am 7. September startet das neue Schuljahr. Das gilt aber nur für Schulen im Osten von Österreich.,Es ist der 7. September. Dann fängt in Niederösterreich und in der Steiermark die Schule wieder an.,1,y,0,uid_apa_test_734,r3_pid_apa34
Das russische Parlament hat eine Änderung der Verfassung beschlossen.,In Russland hat das Parlament die Verfassung geändert. Das hat Russlands Präsident Wladimir Putin gemacht.,Das russische Parlament hat eine Änderung in der Verfassung beschlossen.,1,n,5,uid_apa_test_416,r3_pid_apa268
"Am Mittwoch hat der Iran bekanntgegeben, dass er teilweise aus dem Atom-Abkommen aussteigt.",Am Mittwoch hat sich der Iran vom Atom-Abkommen zurückgezogen.,"Am Mittwoch ist bekannt geworden, dass der Iran teilweise aus dem Atom-Abkommen aussteigt.",3,n,4,uid_apa_test_425,r3_pid_apa299
Ende Mai hatten 45.000 Arbeitslose wieder einen Job gefunden.,Im Mai haben 45.000 Menschen wieder einen Job bekommen.,Im Mai bekamen wieder 45.000 Menschen einen neuen Job.,3,y,0,uid_apa_test_125,r3_pid_apa233
"Als Opposition gelten alle Parteien, die im Parlament vertreten sind, aber nicht der Regierung angehören.","Als Opposition nennt man alle Parteien. Sie gehören aber nicht zur Regierung. Die Opposition will aber, dass die Regierung besser wird. Die Opposition will auch, dass die Regierung die Dinge besser macht.","Opposition ist eine Partei, die nicht Regierung ist. Die Opposition verteidigt die Menschen, indem sie der Regierung widerspricht.",4,n,14,uid_apa_test_0,r3_pid_apa19
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Am 22. Juni brachte Afra im Wiener Tiergarten 4 Babys auf die Welt.,Afra hat 4 Geparden-Babys. Das hat sie am 22. Juni im Wiener Tiergarten Schönbrunn gemacht. Afra ist ein Geparden-Weibchen.,4,n,6,uid_apa_test_250,r3_pid_apa251
Am Montag hat das Elefanten-Mädchen Kibali im Wiener Tiergarten Schönbrunn seinen ersten Geburtstag gefeiert.,Das Baby-Elefant ist jetzt 1 Jahr alt. Es heißt Kibali. Kibali ist ein Elefanten-Mädchen. Es lebt im Tiergarten Schönbrunn.,Am Montag ist Elefanten-Mädchen Kibali ein Jahr alt geworden.,1,y,10,uid_apa_test_761,r3_pid_apa79
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Am 22. Juni haben die Geparden-Babys im Tiergarten Schönbrunn das Licht der Welt erblickt. Es sind 2 Jungs und 2 Mädchen.,Im Tiergarten Schönbrunn in Wien hat am 22. Juni das Weibchen Afra 4 Geparden-Babys auf die Welt gebracht.,3,n,3,uid_apa_test_250,r3_pid_apa102
"Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen sind Ausnahmen, sie dürfen weiterhin auch nach 19 Uhr offen haben.",Tankstellen und kleine Geschäfte sind Ausnahmen. Sie dürfen immer offen bleiben. Das gilt für Bahnhöfe und Flughäfen.,Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen sind Ausnahmen. Sie dürfen weiterhin auch nach 19 Uhr offen sein.,4,n,2,uid_apa_test_217,r3_pid_apa166
AUA streicht wegen Corona-Virus fast die Hälfte der Italien-Flüge.,Die Fluglinie AUA fliegt nicht mehr so oft nach Italien.,Italien-Flüge mit der Fluglinie AUA werden jetzt viel weniger.,3,y,1,uid_apa_test_627,r3_pid_apa285
Bei den Buben wurden neben Paul auch gerne die Namen David und Jakob gewählt.,Bei den Jungs heißen die beliebtesten Namen David und Jakob.,"Die beliebtesten Namen für die Buben waren David, Paul und Jakob.",3,y,1,uid_apa_test_423,r3_pid_apa184
"Die ÖVP findet das Verbot unfair für die Bauern, die Glyphosat verwenden.",Die ÖVP sagt: Die Bauern müssen aber nicht auf Glyphosat verzichten. Das sagt die ÖVP.,"Die ÖVP sagt, dass es unfair ist, dass Bauern, die Glyphosat verwenden, Probleme bekommen.",1,y,1,uid_apa_test_446,r3_pid_apa274
Im Tiroler Ort Kitzbühel hat am Sonntag ein 25-jährige Mann 5 Menschen getötet.,In Kitzbühel in Tirol hat ein Mann 5 Menschen getötet. Der Mann war 25 Jahre alt.,Ein Mann tötete im Tiroler Ort Kitzbühel 5 Menschen.,3,n,7,uid_apa_test_33,r3_pid_apa108
Am Dienstag hat es in Österreich einen weiteren Rückgang bei den am Corona-Virus erkrankten Menschen gegeben.,"In Österreich gibt es immer mehr Menschen, die vom Corona-Virus geheilt sind.",Am Dienstag sind in Österreich wieder weniger Menschen am Corona-Virus erkrankt.,3,y,1,uid_apa_test_462,r3_pid_apa160
Auf der ganzen Welt sind schon hunderttausende Menschen von Corona-Virus krank geworden.,Auf der ganzen Welt sind schon 100.000 Menschen von dem Virus krank geworden.,Auf der ganzen Welt sind schon hunderttausende Menschen an dem Virus krank geworden.,4,y,0,uid_apa_test_752,r3_pid_apa231
"Ende September gab es noch 295.000 Kurzarbeiter, im Frühjahr waren es sogar 1,3 Millionen.","Es gab jetzt noch 295.000 Kurz-Arbeiter. Im Frühjahr waren es 1,3 Millionen. Das war ein Jahr zuvor.","Ende September gab es noch 295.000 Kurz-Arbeiter. Im Frühjahr waren es sogar 1,3 Millionen. Das heißt, viele mehr als jetzt.",4,y,3,uid_apa_test_448,r3_pid_apa114
Bei den Buben wurden neben Paul auch gerne die Namen David und Jakob gewählt.,"Bei den Buben sind die Namen Paul, David und Jakob besonders beliebt.",Viele Jungs heißen Paul. Aber auch David und Jakob sind beliebte Namen.,1,y,0,uid_apa_test_423,r3_pid_apa167
Das Fracht-Schiff hatte vor über einem Jahr mitten im Atlantischen Ozean technische Probleme und konnte nicht mehr weiterfahren.,Das Schiff hat keine Kraft mehr. Es liegt jetzt im Ozean.,Das Schiff hatte vor über einem Jahr im Atlantischen Ozean Probleme.,3,n,0,uid_apa_test_525,r3_pid_apa142
Am Freitag beginnen die Massentests in Wien und in den Bundesländern Vorarlberg und Tirol.,In Wien und in den Bundesländer Tirol und Vorarlberg beginnen die Massen-Tests.,In Wien und in den Bundesländern Vorarlberg und Tirol sollen bald große Tests gemacht werden.,1,y,3,uid_apa_test_123,r3_pid_apa283
Die 2 Frauen bekommen den Nobelpreis für die Entwicklung der sogenannten Gen-Schere CRISPR/Cas9.,Die 2 Frauen haben eine Schere für Erbgut entwickelt. Damit können Wissenschaftler das Erbgut von Tieren und Pflanzen verändern.,Die 2 Frauen bekommen den Preis für eine Erfindung. Es heißt CRISPR/Cas9. Das ist eine neue Art von Gen-Schere.,1,n,0,uid_apa_test_5,r3_pid_apa172
Am 7. September startet im Osten von Österreich das neue Schuljahr.,Am 7. September startet das neue Schul-Jahr. Es startet dann im Osten von Österreich.,Am 7. September beginnt das neue Schul-Jahr. Es wird dann in Österreich Schul-zeit.,4,n,1,uid_apa_test_734,r3_pid_apa290
"""Lonely Planet"" erstellt jedes Jahr eine Rangliste der besten 10 Städte, Länder und Regionen auf der ganzen Welt.",Jedes Jahr stellt der Lonely-Planet-Reiseführer eine Liste von den besten Reise-Destinationen auf der ganzen Welt zusammen.,"""Lonely Planet"" ist eine Reise-Firma. Sie hat eine Liste mit den besten Länder und Städte gemacht. Die Reise-Firma Lonely Planet sagt: Das sind die besten Länder und Städte.",1,y,12,uid_apa_test_578,r3_pid_apa148
Am Mittwoch in der Früh waren nur noch ungefähr 3.000 Menschen mit dem Corona-Virus erkrankt.,In Österreich waren noch 3.000 Menschen am Mittwoch mit dem Corona-Virus. Das sind nur noch sehr wenige Menschen.,Am Mittwoch waren nur noch etwa 3.000 Menschen im Spital wegen Corona.,4,y,6,uid_apa_test_193,r3_pid_apa94
2019 lebten demnach 426 Millionen unter 18-Jährige in Konflikt-Gebieten.,2019 haben über 400 Millionen Kinder in Krisen-Gebieten gelebt.,Es gibt in der Welt aber auch sehr viele Kriege. Über 400 Millionen Menschen sind unter 18 Jahre alt. Die leben in solchen Kriegs-Länder.,1,y,15,uid_apa_test_143,r3_pid_apa145
Dadurch ist Thiem bereits für das Halbfinale qualifiziert.,Dadurch hat Dominic Thiem jetzt schon das Halbfinale erreicht.,Thiem gewann das Spiel. Deshalb ist Thiem jetzt für das Halbfinale.,4,y,2,uid_apa_test_311,r3_pid_apa179
Der 65. Eurovision Song Contest soll vom 12. bis 16. Mai in der Stadt Rotterdam in den Niederlanden stattfinden.,Der Song Contest ist ein Musik-Wettbewerb. Es macht den Wettbewerb schon zum 65. Mal. Dieses Jahr ist es in Rotterdam in den Niederlande.,"Der 65. Eurovision Song Contest findet vom 12. bis 16. Mai statt. Das Land, in dem er stattfindet, ist die Niederlande. Die Stadt heißt Rotterdam.",1,y,2,uid_apa_test_696,r3_pid_apa147
"2019 waren 6 Kinder unter den Todesopfern, während im Jahr 2018 kein Kind beim Zu-Fuß-Gehen im Straßenverkehr starb.",Im Jahr 2019 starben 6 Kinder. Im Jahr davor starb gar kein Kind.,"Im Jahr 2019 starben 6 Kinder, die zu Fuß gingen, im Straßen-Verkehr. Im Jahr 2018 starb kein Kind.",1,n,5,uid_apa_test_710,r3_pid_apa144
AUA streicht wegen Corona-Virus fast die Hälfte der Italien-Flüge.,Wegen dem Corona-Virus fliegt die Fluglinie AUA fast die Hälfte ihrer Italien-Flüge nicht mehr.,Die AUA fliegt jetzt nicht mehr so viel nach Italien. Das sagt AUA-Chef Alexis von Hoensbroech. Er sagt: Wir streichen fast die Hälfte der Flüge nach Italien.,1,y,13,uid_apa_test_627,r3_pid_apa282
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Im Tiergarten Schönbrunn hat das Geparden-Weibchen Afra 4 Geparden-Babys auf die Welt gebracht.,Im Tiergarten Schönbrunn in Wien gibt es 4 Geparden-Babys. Das ist ein Rekord. Die Mutter heißt Afra.,1,y,4,uid_apa_test_250,r3_pid_apa127
Bei den Buben wurden neben Paul auch gerne die Namen David und Jakob gewählt.,Bei den Buben. Viele haben auch David oder Jakob gewählt. Das sind aber auch sehr beliebte Namen.,David und Jakob sind auch sehr beliebte Namen.,4,y,9,uid_apa_test_423,r3_pid_apa72
Im Tiroler Ort Kitzbühel hat am Sonntag ein 25-jährige Mann 5 Menschen getötet.,Im Ort Kitzbühel im Bundesland Tirol hat am Sonntag ein Mann 5 Menschen getötet. Der Mann ist 25 Jahre alt. Er hat die Menschen mit einem Messer erstochen.,Im Ort Kitzbühel in Tirol. Am Sonntag hat ein Mann 5 Menschen getötet. Der Mann war 25 Jahre alt.,4,n,9,uid_apa_test_33,r3_pid_apa78
Am 11. September 2001 flogen Terroristen mit 2 Flugzeugen absichtlich in die 2 Hochhäuser des World Trade Center.,Am 11. September sind 2 Flugzeuge in die Twin Towers geflogen.,Am 11. September 2001 flogen Terroristen 2 Flugzeuge in die 2 Türme des World Trade Center.,3,n,5,uid_apa_test_374,r3_pid_apa215
"3.639 Menschen befinden sich wegen dem Corona-Virus derzeit im Spital, 701 davon auf einer Intensiv-Station.",3.639 Menschen haben sich mit dem Corona-Virus angesteckt. 701 davon sind in einem Spital. 701 von ihnen sind sehr krank. Sie sind auf Intensiv-Stationen in einem Spital.,Dafür sind derzeit 3.639 Menschen im Spital. 701 davon liegen auf der Intensiv-Station.,4,n,14,uid_apa_test_737,r3_pid_apa112
Am Donnerstag ist ein Mann in Kärnten von einer Kuh schwer verletzt worden.,Am Donnerstag ist ein Mann in Kärnten verletzt worden. Der Mann ist von einer Kuh angegriffen worden. Er ist sehr schwer verletzt.,Am Donnerstag wurde ein Mann von einer Kuh in Kärnten verletzt. Die Kuh hat den Mann ins Gesicht gebissen. Der Mann ist schwer verletzt worden.,4,n,3,uid_apa_test_438,r3_pid_apa224
"Besonders stark regnete und hagelte es in Oberösterreich, dort waren 65 Feuerwehren mit fast 1.000 Leuten im Einsatz.",In Oberösterreich regnete und hagelte es besonders. 65 Feuerwehren halfen. 1.000 Menschen waren dabei.,"In Oberösterreich hagelte es sehr viel. Dort waren 65 Feuer-Wehren mit insgesamt 1.000 Leuten dabei. Sie halfen den Menschen, die von den Hagelschlägen und von den Stark-Regen betroffen waren.",4,y,15,uid_apa_test_612,r3_pid_apa11
Am Freitag haben für rund 450.000 Schüler in Wien und Niederösterreich die Semesterferien begonnen.,In Wien und Niederösterreich sind die Semester-Ferien jetzt. Insgesamt sind rund 450.000 Schüler zu Hause. Das sind Schüler aus Wien und aus Niederösterreich.,Am Freitag sind für 450.000 Schüler im Bundesland Wien und in Niederösterreich die Semester-Ferien angefangen.,4,y,8,uid_apa_test_496,r3_pid_apa214
Das Fracht-Schiff hatte vor über einem Jahr mitten im Atlantischen Ozean technische Probleme und konnte nicht mehr weiterfahren.,Das Schiff hatte vor einem Jahr technische Probleme im Meer und konnte deshalb nicht mehr weiterfahren.,Das Schiff ist noch auf dem Meer. Es kann nicht mehr fahren.,1,n,4,uid_apa_test_525,r3_pid_apa77
"""Mit der Impfung ist der Anfang für den Sieg gegen die Pandemie eingeleitet"", sagte Bundeskanzler Sebastian Kurz.",Mit der Impfung hat Österreich den Anfang gemacht. Der Anfang für den Sieg gegen die Pandemie. Das sagte der Bundeskanzler Sebastian Kurz.,"Der Anfang vom Ende der Pandemie ist erreicht, sagte Bundeskanzler Sebastian Kurz. Kurz spricht von dem Corona-Impfstoff.",4,y,5,uid_apa_test_393,r3_pid_apa244
AUA streicht wegen Corona-Virus fast die Hälfte der Italien-Flüge.,AUA fliegt jetzt weniger nach Italien. Wegen dem Corona-Virus. AUA streicht fast die Hälfte der Flüge nach Italien.,AUA muss Flüge nach Italien streichen. Das macht die Fluggesellschaft wegen dem Corona-Virus. Sie streicht fast die Hälfte von den Flügen.,4,y,3,uid_apa_test_627,r3_pid_apa255
"""Lonely Planet"" erstellt jedes Jahr eine Rangliste der besten 10 Städte, Länder und Regionen auf der ganzen Welt.","""Lonely Planet"" ist ein Reise-Buch-Verlag. Jedes Jahr macht ""Lonely Planet"" eine Liste der besten Städte. Es sind die Städte, die am meisten gern besucht werden.","Jedes Jahr schreibt ""Lonely Planet"" eine Liste mit den besten Reise-Zielen weltweit.",4,y,13,uid_apa_test_578,r3_pid_apa69
"Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen sind Ausnahmen, sie dürfen weiterhin auch nach 19 Uhr offen haben.",Tankstellen und Läden am Bahnhof und am Flughafen bleiben auf. Die anderen Läden müssen aber ab 19 Uhr zu machen.,Bahnhöfe und Flughäfen haben Ausnahmen. Dort darf man auch später noch tanken oder etwas kaufen.,1,n,5,uid_apa_test_217,r3_pid_apa134
Der Präsident von China Xi Jinping besuchte mit einer Maske und einem weißen Kittel ein Krankenhaus in Peking.,Der Präsident von China besuchte ein Krankenhaus. Er hatte eine Maske auf. So hält man sich von dem Virus fern.,Der Präsident von China besuchte ein Krankenhaus in Peking. Er trug eine Maske und einen weißen Kittel. Damit wollte er sich vor dem Corona-Virus schützen.,4,y,5,uid_apa_test_649,r3_pid_apa96
Dann kamen die falschen Polizisten zu den älteren Menschen nach Hause und holten das Geld ab.,Dann kamen die falschen Polizisten zu den älteren Menschen. Sie haben dann das Geld von den Menschen genommen.,Die falschen Polizisten sind dann zu den Menschen gegangen und haben das Geld abgeholt.,3,y,4,uid_apa_test_722,r3_pid_apa294
Am 7. September startet im Osten von Österreich das neue Schuljahr.,Am 7. September startet in Österreich die Schule wieder.,Im Osten von Österreich fängt das Schuljahr am 7. September an.,3,n,2,uid_apa_test_734,r3_pid_apa195
Am 11. September 2001 flogen Terroristen mit 2 Flugzeugen absichtlich in die 2 Hochhäuser des World Trade Center.,Am 11. September 2001 flogen Flugzeuge in 2 Hochhäuser des World Trade Center. 2 Terroristen steuerten diese Flugzeuge absichtlich hinein.,Am 11. September 2001. Es war ein sehr schlimmes Ereignis. Terroristen flogen mit 2 Flugzeugen in die Twin Towers. Das sind die 2 Hoch-Häuser des World Trade Center. Sie flogen absichtlich in die Hoch-Häuser. Das war ein Terror-Anschlag.,4,y,18,uid_apa_test_374,r3_pid_apa17
Am Donnerstag ist ein Mann in Kärnten von einer Kuh schwer verletzt worden.,In Kärnten ist ein Mann von einer Kuh verletzt. Er war im Stall. Die Kuh hat ihn ganz schön weh gemacht. Der Mann hat viele Schürfwunden.,Ein Mann in Kärnten ist am Donnerstag von einer Kuh verletzt worden.,1,n,14,uid_apa_test_438,r3_pid_apa218
"Allerdings sagen einige Geheimdienste aus dem Ausland, dass das BVT nicht genug macht, um seine geheime Arbeit zu schützen.","Aber einige Geheim-Dienste aus dem Ausland sagen, dass das BVT nicht genug macht.",Aber das BVT macht nicht genug. Das sagen Geheimdienste aus dem Ausland.,3,y,1,uid_apa_test_599,r3_pid_apa159
2019 lebten demnach 426 Millionen unter 18-Jährige in Konflikt-Gebieten.,"2019 waren es 426 Millionen. Das sind sehr viele Kinder. Sie leben in Gebieten, in denen es Kriege gibt.","2019 lebten 426 Millionen Kinder und Jugendliche in Konflikt-Gebieten. Das sind Kinder, die in Kriegen leben.",4,y,3,uid_apa_test_143,r3_pid_apa90
"Die EU kritisiert, dass in China die Volksgruppe der Uiguren stark benachteiligt wird.","Die EU kritisiert China dafür, dass in China die Minderheit der Uiguren stark unterdrückt wird.","Die EU findet, dass man in China die Uiguren nicht gut behandelt.",3,y,3,uid_apa_test_153,r3_pid_apa40
"Der neue Impfstoff von Oxford und AstraZeneca ist nicht ganz so wirksam, er kann aber leichter gelagert werden.",Dieser neue Impfstoff von Oxford ist nicht ganz so gut. Aber man kann ihn leichter lagern.,Der neue Impfstoff ist nicht so gut. Aber man kann ihn leichter lagern.,3,n,3,uid_apa_test_379,r3_pid_apa152
"Generell empfiehlt die Regierung, Freunde und Bekannte derzeit nicht mehr zu treffen.",Man sollte Freunde und Bekannte nicht treffen. Das sagt die Regierung.,"Die Regierung sagt, man sollte jetzt auch nicht zu Freunden oder Bekannten gehen.",4,y,2,uid_apa_test_138,r3_pid_apa29
